ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001437749-24-028298	2230019	Common Stock				2149819.0				I		McConnell Legacy Investments, LLC	F3
0001437749-24-028298	2230018	Common Stock				5000.0				I		By child #2	
0001437749-24-028298	2230017	Common Stock				5000.0				I		By child #1	
0001437749-24-028298	2230016	Common Stock				5580.0				I		By IRA #1	
0000768899-24-000109	2229945	Common Stock				9347.0				D			
0000769397-24-000152	2229976	Common Stock				29519.0	F3			D			
0001562180-24-006621	2230130	Common Stock				10000.0				I	F3	By Wife	
0000950170-24-103048	2230142	Ordinary Shares				17138213.0				I		See footnote	F2
0000950170-24-103048	2230143	Ordinary Shares				45854.0				I		See footnote	F3
0000950170-24-103048	2230144	Ordinary Shares	F4			5616485.0				D			
0001062993-24-016031	2229942	Common Stock				8906.0				I		By John Coll Living Trust dated 5/2/2005	
0001062993-24-016028	2230225	Common Stock				3297040.0				I		By Limited Liability Company*	F8
0001062993-24-016028	2230227	Common Stock				4004000.0				I			
0001062993-24-016028	2230224	Common Stock				90964.0				I		By Limited Partnership*	F7
0001062993-24-016028	2230223	Common Stock				25555.0				I		By Trust*	F6
0001062993-24-016028	2230222	Common Stock				39663.0				I		By Trust*	F5
0001062993-24-016028	2230221	Common Stock				4800000.0				I		By Trust*	F4
0001062993-24-016028	2230220	Common Stock				33494.0				D		By Limited Liability Company*	F3
0001062993-24-016028	2230226	Common Stock				1100000.0				I		By Limited Liability Company*	F9
0001062993-24-016024	2230246	Common Stock				4004000.0				I			
0001062993-24-016024	2230245	Common Stock				1100000.0				I		By Limited Liability Company*	F10
0001062993-24-016024	2230244	Common Stock				3297040.0				I		By Limited Liability Company*	F9
0001062993-24-016024	2230243	Common Stock				90964.0				I		By Limited Partnership*	F8
0001062993-24-016024	2230242	Common Stock				25555.0				I		By Trust*	F7
0001062993-24-016024	2230241	Common Stock				39663.0				I		By Trust*	F6
0001062993-24-016024	2230239	Common Stock				33494.0				D		By Limited Liability Company*	F4
0001062993-24-016024	2230240	Common Stock				4800000.0				I		By Trust*	F5
0000950170-24-103040	2230086	Common Stock				16790.0				D			
0001654954-24-011440	2229956	Common Stock				79476.0				D		VP, Sec, & Chairman of Alexander Railroad	
0001654954-24-011440	2229957	Common Stock				70441.0				I			
0001200461-24-000031	2230082	Common Stock				25527.0				I			
0001200461-24-000031	2230079	Common Stock				15000.0				I		By reporting person as UTMA custodian for son	
0001200461-24-000031	2230080	Common Stock				1000.0				I		See footnote	F4
0001200461-24-000031	2230081	Common Stock				58958.0				I		Held by spouse	F5
0001200461-24-000031	2230078	Common Stock				1270763.0				D		See footnote	F3
0000950170-24-103027	2230101	Common Stock				3259.92	F1			I		By 401(k) Plan	
0001104659-24-096485	2230156	Common Stock				6100.0				I		By Spouse	
0001104659-24-096482	2230165	Common Stock				3000.0				I		By Spouse	
0000950170-24-103015	2230138	Common Stock				52.3	F1			I		By 401(k) Plan	
0001410442-24-000005	2229899	Common Stock				88698.0				I		by Trust	
0000950170-24-103004	2229891	Common Stock				1886.2	F1			I		By 401(k) Plan	
0001125376-24-000148	2229958	Common Stock				140829.0				I		by Trust	F2
0001628280-24-039188	2230167	Class A Common Stock				8391.0				I		By the Cabral Family Trust dated April 17, 2001	F2
0001628280-24-039184	2230166	Common Stock				29771.0	F1			D			
0000950170-24-102981	2230134	Common Stock				207832.0	F1			D			
0000950170-24-102981	2230133	Common Stock				392168.0	F1			D			
0001831840-24-000055	2230157	Class A Common Stock				1644626.0	F1			I		The Dmitry Melnikov Grantor Retained Annuity Trust - Four	F2
0001127602-24-023352	2229937	Common Stock (RSU)				49622.0				D			
0000950170-24-102976	2230021	Class C Google Stock Units	F1			16547.0				D			
0000950170-24-102976	2230022	Class C Google Stock Units	F2			24321.0				D			
0000950170-24-102976	2230020	Class A Common Stock				8940.0				D			
0000950170-24-102972	2229955	No securities are beneficially owned				0.0				D			
0001593968-24-001114	2229968	Common Stock				14000.0				D	F3		
0001593968-24-001114	2229967	Common Stock				4310000.0				D	F2		
0001593968-24-001114	2229966	Common Stock				10000.0				I		By Spouse-Kim	F1
0001593968-24-001114	2229965	Common Stock				72264.0				I		ESOP	
0000950170-24-102970	2230053	Common Stock				503210.0				I		By Cindy Praeger	
0000950170-24-102970	2230054	Common Stock				660627.0				I		By Michael Praeger and Cindy Praeger, Joint Tenants with Right of Survivorship	
0000950170-24-102970	2230052	Common Stock				297026.0				I		By MP Charitable Trust	
0000950170-24-102970	2230055	Common Stock				1888652.0				I		By Green and Gold 2014 GRAT	
0000950170-24-102970	2230056	Common Stock				1328276.0				I		By Green and Gold 2015 GRAT	
0001726978-24-000086	2230204	Class B Common Stock				9572497.0				I			
0001726978-24-000086	2230203	Class B Common Stock				182349.0				D	F1	By Trust	F2
0001104659-24-096468	2230201	7.875% Series D Preferred Stock				1015137.0				I		See footnotes	F2, F1, F3
0001104659-24-096468	2230202	Common Stock, $0.001 par value				1191307.0				I		See footnotes	F2, F1, F3
0001415889-24-022701	2230035	Class A Common Stock				4969.0				I		By Family Trust	
0001415889-24-022701	2230036	Class A Common Stock				142857.0				I		By IGSB Gaucho Fund I, LLC	F8
0001415889-24-022701	2230037	Class A Common Stock				44037.0				I		By Pension Trust	F9
0001415889-24-022701	2230038	Class A Common Stock				9805.0				I		By IGSB Cardinal Core BV, LLC	F10
0001437749-24-028281	2230154	Common Stock				2788685.0				I		Lubar Equity Fund, LLC	F3
0001213900-24-075187	2230099	Common Stock				10372.0				D			
0001225208-24-008335	2230228	Class A Common Stock				12890.0				D		Held as trustee of trusts for Esther K. Barry's family	F6
0001225208-24-008335	2230229	Class A Common Stock				53514.87	F2			I		Held as trustee of trusts for Nadia K. Rodriguez's family	F7
0001225208-24-008335	2230236	Class A Common Stock				668.0				I			
0001225208-24-008335	2230235	Class A Common Stock				720.0	F2			I		Held by wife	
0001225208-24-008335	2230234	Class A Common Stock				720.0	F2			I		Held by trusts for Sossie K. Najarian's family	F12
0001225208-24-008335	2230233	Class A Common Stock				4132.76	F2			I		Held by trusts for Nadia K. Rodriguez's family	F11
0001225208-24-008335	2230232	Class A Common Stock				3563.96	F2			I		Held by trusts for Lucy K. Kalian's family	F10
0001225208-24-008335	2230230	Class A Common Stock				63504.87	F2			I		Held as trustee of trusts for Sossie K. Najarian's family	F8
0001225208-24-008335	2230231	Class A Common Stock				60830.87	F2			I		Held by trusts for Esther K. Barry's family	F9
0001593968-24-001113	2230153	Common Stock				4000.0				D	F2		
0001240085-24-000047	2230015	Common Stock				26781.0				I		See footnote (10)	F10
0001739614-24-000037	2229949	Common Stock				621548.0				I		By the Lappe Family Trust	F6
0001739614-24-000037	2229950	Common Stock				54865.0				I		The Mark Paul Lappe Roth IRA	
0000950170-24-102955	2230172	Class A Common Stock				850000.0				I		Ernest Irrevocable 2004 Trust III	F5
0000950170-24-102955	2230173	Class A Common Stock				950000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F6
0000950170-24-102955	2230176	Class B Common Stock				8000000.0				I		ECG II SPE, LLC	F10
0000950170-24-102955	2230175	Class B Common Stock				11952000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F9
0000950170-24-102955	2230174	Class B Common Stock				11834021.0				I		Ernest Irrevocable 2004 Trust III	F8
0001225208-24-008332	2230217	Common Stock				1673878.0				D			
0001593968-24-001111	2229947	Common Stock				1600.0				I		By Trust	
0001736297-24-000028	2230219	Common Stock				1326908.0				D			
0001289419-24-000087	2229912	Common Stock				150000.0				I		By Trust	F14
0001289419-24-000087	2229911	Common Stock				4752663.0				I		By Trust	F13
0001654954-24-011437	2229901	Common Stock				90000.0				I		By Palm Global Small Cap Master Fund LP	F2
0001008886-24-000292	2230059	Class B Common Stock				353417.0	F1			I		By trust	
0001008886-24-000292	2230077	Class B Common Stock				100.0	F13			I		By 2019 Dynasty Trust	
0001008886-24-000292	2230060	Class B Common Stock				353417.0	F2			I		By trust	
0001008886-24-000292	2230061	Class B Common Stock				125000.0	F3			I		By Dynasty Trust	
0001008886-24-000292	2230062	Class B Common Stock				125000.0	F4			I		By Dynasty Trust	
0001008886-24-000292	2230063	Class B Common Stock				125000.0	F5			I		By Dynasty Trust	
0001008886-24-000292	2230064	Class B Common Stock				67439.0	F6			I		By trust	
0001008886-24-000292	2230065	Class B Common Stock				67439.0	F7			I		By trust	
0001008886-24-000292	2230066	Class B Common Stock				67439.0	F8			I		By trust	
0001008886-24-000292	2230067	Class B Common Stock				65183.0	F9			I		By trust	
0001008886-24-000292	2230068	Class B Common Stock				65183.0	F10			I		By trust	
0001008886-24-000292	2230069	Class B Common Stock				65183.0	F11			I		By trust	
0001008886-24-000292	2230070	Class A Common Stock				4160.0				I		By adult son	
0001008886-24-000292	2230071	Class A Common Stock				1983.0				I		By adult son	
0001008886-24-000292	2230072	Class A Common Stock				1215.0				I		By adult son	
0001008886-24-000292	2230073	Class B Common Stock				100.0				I		By adult son	
0001008886-24-000292	2230074	Class B Common Stock				100.0				I		By adult son	
0001008886-24-000292	2230075	Class B Common Stock				100.0				I		By adult son	
0001008886-24-000292	2230076	Class B Common Stock				100.0	F12			I		By 2019 Dynasty Trust	
0001529274-24-000181	2230159	Common Stock				678232.0				I		See footnote	F2
0000950170-24-102926	2230218	Class A Common Stock				384603.0				I		By Irrevocable Trusts	F2
0001628280-24-039175	2230214	Common Stock, par value $0.001 per share				420000.0				I		See Footnote	F6
0001628280-24-039175	2230213	Common Stock, par value $0.001 per share				420000.0				I		See Footnote	F5
0001628280-24-039175	2230212	Common Stock, par value $0.001 per share				885670.0				I		See Footnote	F4
0001628280-24-039175	2230216	Common Stock, par value $0.001 per share				201095.0				I		See footnote	F8
0001628280-24-039175	2230215	Common Stock, par value $0.001 per share				665925.0				I		See Footnote	F7
0001008886-24-000290	2229985	Class B Common Stock				173183.0	F4			I		By trust	
0001008886-24-000290	2229986	Class B Common Stock				548934.0	F5			D		By spouse	
0001008886-24-000290	2229987	Class B Common Stock				421088.0	F6			I		By Dunlap Holdings, LLC	
0001008886-24-000290	2229988	Class B Common Stock				1600000.0	F7			I		By corporation	
0001008886-24-000290	2229989	Class B Common Stock				1586691.0	F8			I		By GRAT	
0001008886-24-000290	2229990	Class B Common Stock				16659.0	F9			I		By GRAT	
0001008886-24-000290	2230008	Class B Common Stock				353417.0	F27			I			
0001008886-24-000290	2229992	Class B Common Stock				22486.0	F11			I		By GRAT	
0001008886-24-000290	2229993	Class B Common Stock				25397.0	F12			I		By GRAT	
0001008886-24-000290	2229994	Class B Common Stock				24427.0	F13			I		By GRAT	
0001008886-24-000290	2229995	Class B Common Stock				27403.0	F14			I		By GRAT	
0001008886-24-000290	2229996	Class B Common Stock				24085.0	F15			I		By GRAT	
0001008886-24-000290	2229997	Class B Common Stock				26224.0	F16			I		By GRAT	
0001008886-24-000290	2229998	Class B Common Stock				32570.0	F17			I		By GRAT	
0001008886-24-000290	2229999	Class B Common Stock				37033.0	F18			I		By GRAT	
0001008886-24-000290	2230000	Class B Common Stock				35546.0	F19			I		By GRAT	
0001008886-24-000290	2230001	Class B Common Stock				39873.0	F20			I		By GRAT	
0001008886-24-000290	2230002	Class B Common Stock				356066.0	F21			I		By GRAT	
0001008886-24-000290	2230003	Class B Common Stock				468393.0	F22			I		By GRAT	
0001008886-24-000290	2230004	Class B Common Stock				293425.0	F23			I		By GRAT	
0001008886-24-000290	2230005	Class B Common Stock				367731.0	F24			I		By GRAT	
0001008886-24-000290	2230006	Class B Common Stock				445087.0	F25			I		By GRAT	
0001008886-24-000290	2230007	Class B Common Stock				359304.0	F26			I		By trust	
0001008886-24-000290	2229984	Class B Common Stock				173183.0	F3			I		By trust	
0001008886-24-000290	2229983	Class B Common Stock				173182.0	F2			I		By trust	
0001008886-24-000290	2229982	Class A Common Stock				45.0	F4			I		By trust	
0001008886-24-000290	2229981	Class A Common Stock				45.0	F3			I		By trust	
0001008886-24-000290	2229980	Class A Common Stock				46.0	F2			I		By trust	
0001008886-24-000290	2229991	Class B Common Stock				18117.0	F10			I		By GRAT	
0001493152-24-034853	2230252	Common stock				0.0				D			
0000950170-24-102923	2229896	Class B Common Stock				275.0				D			
0001127602-24-023332	2230152	Common Stock				2083.0				I		by Trust 2	F2
0001127602-24-023332	2230151	Common Stock				2083.0				I		by Trust 1	F1
0001104659-24-096430	2229935	Common Stock				1455.0				I		Held by 401(k) Plan	F2
0001809519-24-000173	2230026	Class A Common Stock				2632721.0				I		By CH 2024 GRAT	F2
0001809519-24-000173	2230025	Class A Common Stock				2632721.0				I		By DH 2024 GRAT	F1
0000063908-24-000128	2230170	Common Stock				12075.78	F1			I		Owned Jointly	
0000063908-24-000128	2230169	Common Stock				2236.06				I		By Trust	
0001628280-24-039163	2230039	Common Stock				5681.0				I		See footnote	F2
0001628280-24-039163	2230040	Common Stock				5681.0				I		See footnote	F3
0001628280-24-039163	2230041	Common Stock				5681.0				I		See footnote	F4
0001628280-24-039163	2230042	Common Stock				5681.0				I		See footnote	F5
0001628280-24-039163	2230043	Common Stock				15160.0				I		See footnote	F6
0001628280-24-039163	2230044	Common Stock				21666.0				I		See footnote	F7
0001628280-24-039163	2230045	Common Stock				5407.0				I		See Footnotes	F8
0001628280-24-039163	2230046	Common Stock				5407.0				I		See Footnote	F9
0001628280-24-039163	2230047	Common Stock				5407.0				I		See Footnote	F10
0000949157-24-000080	2230191	Common Stock				19445.0	F1			D			
0001809519-24-000171	2230131	Class A Common Stock				2632721.0				I		By TB 2024 GRAT	F1
0001809519-24-000171	2230132	Class A Common Stock				2632721.0				I		By JB 2024 GRAT	F2
0001104659-24-096416	2230147	Common Stock				1022450.0				I		By the KBT Trust	
0001628280-24-039159	2229892	Class A Common Stock				10442.0	F2			I		By Mark Carges Revocable Trust dated 01/30/2019	F3
0001127602-24-023327	2230023	Common Stock				2000.0				I		SJK HOLDINGS and INVESTMENTS, LLC	
0001127602-24-023327	2230024	Common Stock				4900.0				I		JJ KORALESKI and SF KORALESKI CO-TTEE KORALESKI LIVING TRUST U/A DTD 01/18/1991	
0001225208-24-008329	2229893	Common Stock				975.79				D			
0001977249-24-000112	2230125	Common Stock				1870.0				I		As trustee of Andrew Yowell 2020 Trust	
0001977249-24-000112	2230126	Common Stock				175973.0				I		By 401(k) plan	
0001977249-24-000112	2230123	Common Stock				1870.0				I		As trustee of J. Benjamin Yowell 2020 Trust	
0001977249-24-000112	2230122	Common Stock				111300.0				I		As trustee of Yowell Family 2020 GST Trust	
0001977249-24-000112	2230109	Common Stock				298602.0				I		By wife as trustee of Helen S. Congdon Revocable Inter Vivos Trust dated 4/24/12	
0001977249-24-000112	2230110	Common Stock				1867428.0				I		As co-trustee of Earl E. Congdon GRAT Remainder Trust	
0001977249-24-000112	2230111	Common Stock				280612.0				I		As trustee of Irrevocable Trust Agreement dated 12/18/98 fbo Ashlyn Congdon	
0001977249-24-000112	2230112	Common Stock				949214.0				I		As co-trustee of the 1998 Earl E. Congdon Family Trust	
0001977249-24-000112	2230113	Common Stock				977244.0				I		As co-trustee of the Earl and Kathryn Congdon Family Irrevocable Trust - 2011	
0001977249-24-000112	2230114	Common Stock				751370.0				I		By wife as trustee of the David S. Congdon Irrevocable Trust #1 FBO Marilyn Nowell	
0001977249-24-000112	2230115	Common Stock				751366.0				I		By wife as trustee of the David S. Congdon Irrevocable Trust #1 FBO Kathryn Harrell	
0001977249-24-000112	2230116	Common Stock				751366.0				I		By wife as trustee of the David S. Congdon Irrevocable Trust #1 FBO Ashlyn Congdon	
0001977249-24-000112	2230117	Common Stock				578670.0				I		As trustee of the Audrey Congdon Irrevocable Trust #1 FBO Megan Oglesby	
0001977249-24-000112	2230118	Common Stock				578672.0				I		As trustee of the Audrey Congdon Irrevocable Trust #1 FBO Seth Yowell	
0001977249-24-000112	2230119	Common Stock				281670.0				I		As trustee of the Audrey Congdon Irrevocable Trust #2 FBO Megan Oglesby	
0001977249-24-000112	2230120	Common Stock				1068636.0				I		By wife as trustee of David S. Congdon Irrevocable Trust No. 2 dated 11/18/99	
